  46.84
 353.00
2260093113
Year Mnth Day Hr	Dayl(s)	PRCP(mm/day)	SRAD(W/m2)	SWE(mm)	Tmax(C)	Tmin(C)	Vp(Pa)
2000 08 14 12	50457.60	0.01	343.42	0.00	18.22	18.22	1517.07
2000 08 15 12	50417.51	10.17	252.12	0.00	18.12	18.12	1781.90
2000 08 16 12	50112.00	6.41	264.47	0.00	18.01	18.01	1824.47
2000 08 17 12	50006.72	11.69	327.09	0.00	16.30	16.30	1448.99
2000 08 18 12	49766.40	0.04	375.52	0.00	13.89	13.89	1213.60
2000 08 19 12	49580.53	0.23	314.86	0.00	14.55	14.55	1135.10
2000 08 20 12	49420.80	8.42	311.17	0.00	14.60	14.60	1154.95
2000 08 21 12	49079.66	2.11	384.05	0.00	14.47	14.47	1174.02
2000 08 22 12	49075.20	0.07	443.43	0.00	14.32	14.32	1028.05
2000 08 23 12	48729.60	0.15	208.25	0.00	13.56	13.56	1224.28
2000 08 24 12	48728.91	19.41	342.54	0.00	15.57	15.57	1489.10
2000 08 25 12	48384.00	2.99	436.69	0.00	15.94	15.94	1377.08
2000 08 26 12	48239.81	0.62	454.12	0.00	18.78	18.78	1623.74
2000 08 27 12	48038.40	1.00	369.06	0.00	18.41	18.41	1519.06
2000 08 28 12	47697.26	0.09	470.95	0.00	13.10	13.10	951.52
2000 08 29 12	47692.80	0.00	449.48	0.00	15.65	15.65	1097.66
2000 08 30 12	47347.20	0.85	315.83	0.00	18.44	18.44	1666.58
2000 08 31 12	47346.51	1.25	417.57	0.00	19.44	19.44	1603.39
2000 09 01 12	47001.60	0.41	271.60	0.00	19.57	19.57	1778.42
2000 09 02 12	46724.64	0.15	279.77	0.00	14.01	14.01	1126.15
2000 09 03 12	46656.00	0.02	370.04	0.00	13.82	13.82	1127.09
2000 09 04 12	46310.40	0.00	264.01	0.00	12.89	12.89	1038.03
2000 09 05 12	46310.40	0.00	358.46	0.00	7.00	7.00	675.13
2000 09 06 12	45964.80	0.00	391.57	0.00	9.27	9.27	778.98
2000 09 07 12	45778.93	0.00	356.15	0.00	12.29	12.29	979.16
2000 09 08 12	45619.20	0.00	371.01	0.00	15.66	15.66	1337.62
2000 09 09 12	45273.60	0.00	406.01	0.00	15.66	15.66	1231.10
2000 09 10 12	45273.60	0.00	426.60	0.00	14.21	14.21	1039.23
2000 09 11 12	44928.00	0.00	253.37	0.00	14.84	14.84	1306.01
2000 09 12 12	44783.81	1.16	152.47	0.00	16.99	16.99	1734.12
2000 09 13 12	44582.40	4.77	265.52	0.00	16.79	16.79	1569.04
2000 09 14 12	44236.80	0.01	244.30	0.00	13.30	13.30	1141.82
2000 09 15 12	44236.80	5.02	144.27	0.00	13.69	13.69	1382.50
2000 09 16 12	43891.20	2.68	348.43	0.00	13.90	13.90	1318.34
2000 09 17 12	43785.92	1.25	299.58	0.00	9.95	9.95	933.75
2000 09 18 12	43545.60	0.12	396.25	0.00	11.31	11.31	949.87
2000 09 19 12	43200.00	0.04	314.10	0.00	14.94	14.94	1205.99
2000 09 20 12	43200.00	0.00	395.16	0.00	17.43	17.43	1583.81
2000 09 21 12	42854.40	1.92	275.48	0.00	17.67	17.67	1644.89
2000 09 22 12	42652.99	0.16	356.74	0.00	10.15	10.15	829.73
2000 09 23 12	42508.80	0.35	204.22	0.00	7.49	7.49	803.69
2000 09 24 12	42163.20	16.61	182.83	0.00	10.30	10.30	1087.27
2000 09 25 12	42163.20	0.04	312.81	0.00	7.38	7.38	705.34
2000 09 26 12	41817.60	0.02	309.44	0.00	7.83	7.83	684.59
2000 09 27 12	41616.19	0.01	215.88	0.00	7.90	7.90	783.56
2000 09 28 12	41472.00	0.14	278.72	0.00	5.09	5.09	603.04
2000 09 29 12	41126.40	0.00	334.52	0.00	3.40	3.40	443.80
2000 09 30 12	41126.40	0.03	338.50	0.00	8.81	8.81	740.78
2000 10 01 12	40780.80	0.00	240.16	0.00	12.17	12.17	1033.09
2000 10 02 12	40621.07	0.00	384.43	0.00	13.88	13.88	1128.99
2000 10 03 12	40435.20	0.18	316.22	0.00	13.34	13.34	1154.29
2000 10 04 12	40089.60	0.00	306.76	0.00	12.71	12.71	960.38
2000 10 05 12	40089.60	0.16	380.95	0.00	8.41	8.41	658.66
2000 10 06 12	39744.00	5.39	76.08	0.00	4.49	4.49	626.46
2000 10 07 12	39675.36	3.75	168.83	0.00	4.50	4.50	745.24
2000 10 08 12	39398.40	3.01	182.08	0.00	4.54	4.54	703.63
2000 10 09 12	39053.49	1.34	246.30	0.00	3.71	3.71	586.49
2000 10 10 12	39052.80	20.47	70.56	0.00	2.49	2.49	618.61
2000 10 11 12	38707.20	2.91	155.29	0.00	3.37	3.37	622.47
2000 10 12 12	38707.20	0.00	357.97	0.00	6.36	6.36	663.88
2000 10 13 12	38361.60	0.52	239.34	0.00	8.96	8.96	800.53
2000 10 14 12	38160.19	4.78	95.58	0.00	8.58	8.58	924.15
2000 10 15 12	38016.00	1.69	298.02	0.00	7.41	7.41	810.58
2000 10 16 12	37679.94	0.00	352.07	0.00	1.14	1.14	372.20
2000 10 17 12	37670.40	0.00	334.22	0.00	3.06	3.06	440.87
2000 10 18 12	37324.80	5.57	146.88	0.00	4.27	4.27	644.37
2000 10 19 12	37320.34	4.39	133.01	0.00	7.10	7.10	896.82
2000 10 20 12	36979.20	0.00	330.53	0.00	7.06	7.06	692.80
2000 10 21 12	36819.47	1.14	257.96	0.00	9.75	9.75	841.54
2000 10 22 12	36633.60	0.00	298.63	0.00	4.94	4.94	531.30
2000 10 23 12	36393.28	0.00	323.04	0.00	2.56	2.56	428.49
2000 10 24 12	36288.00	0.00	131.83	0.00	4.98	4.98	588.70
2000 10 25 12	35982.49	0.00	309.99	0.00	7.15	7.15	702.27
2000 10 26 12	35942.40	0.00	230.16	0.00	8.80	8.80	806.31
2000 10 27 12	35606.34	0.20	276.12	0.00	13.35	13.35	1140.84
2000 10 28 12	35596.80	0.29	232.49	0.00	7.50	7.50	819.40
2000 10 29 12	35251.89	17.78	110.33	0.00	-0.63	-0.63	486.79
2000 10 30 12	35246.74	1.84	241.32	0.00	1.21	1.21	576.22
2000 10 31 12	34905.60	0.00	254.95	0.00	1.91	1.91	599.65
2000 11 01 12	34880.91	0.00	263.97	0.00	1.60	1.60	564.95
2000 11 02 12	34560.00	0.00	282.12	0.00	5.20	5.20	668.34
2000 11 03 12	34535.31	0.00	294.83	0.00	6.07	6.07	586.04
2000 11 04 12	34215.09	0.00	209.65	0.00	6.14	6.14	694.93
2000 11 05 12	34189.70	1.55	109.24	0.00	4.89	4.89	752.93
2000 11 06 12	33878.34	6.83	108.74	0.00	3.95	3.95	720.41
2000 11 07 12	33864.34	0.02	154.12	0.00	5.21	5.21	783.79
2000 11 08 12	33563.29	0.00	219.47	0.00	6.92	6.92	847.16
2000 11 09 12	33523.20	0.05	243.21	0.00	7.33	7.33	829.23
2000 11 10 12	33250.70	0.05	235.07	0.00	5.55	5.55	741.17
2000 11 11 12	33177.60	0.05	181.83	0.00	8.29	8.29	938.00
2000 11 12 12	32976.19	0.12	231.92	0.00	6.53	6.53	760.80
2000 11 13 12	32832.00	0.70	154.32	0.00	4.24	4.24	665.27
2000 11 14 12	32763.35	1.71	145.45	0.00	5.74	5.74	818.41
2000 11 15 12	32495.94	26.89	98.70	0.00	5.76	5.76	848.65
2000 11 16 12	32481.94	0.18	271.25	0.00	2.46	2.46	536.22
2000 11 17 12	32246.08	0.38	77.75	0.00	1.11	1.11	531.35
2000 11 18 12	32140.80	0.09	164.87	0.00	-0.51	-0.51	386.05
2000 11 19 12	32072.16	0.00	145.37	0.00	-2.47	-2.47	393.74
2000 11 20 12	31835.29	0.22	90.00	0.00	-1.63	-1.63	452.19
2000 11 21 12	31795.20	1.50	96.06	0.00	-1.75	-1.75	482.50
2000 11 22 12	31635.47	0.14	178.36	0.00	-2.39	-2.39	459.97
2000 11 23 12	31489.69	0.20	124.81	0.00	-3.38	-3.38	410.71
2000 11 24 12	31449.60	0.14	162.07	0.00	-7.02	-7.02	300.49
2000 11 25 12	31289.87	0.00	139.58	0.00	-8.30	-8.30	269.26
2000 11 26 12	31144.09	0.39	178.98	0.00	-3.59	-3.59	411.38
2000 11 27 12	31104.00	9.66	96.66	0.00	0.00	0.00	577.32
2000 11 28 12	31035.35	1.48	86.77	0.00	-0.35	-0.35	562.07
2000 11 29 12	30863.68	1.00	56.70	0.00	-0.18	-0.18	576.65
2000 11 30 12	30767.94	0.77	74.37	0.00	-0.65	-0.65	546.16
2000 12 01 12	30753.94	0.08	102.62	0.00	-4.21	-4.21	393.10
2000 12 02 12	30641.53	0.04	124.82	0.00	-7.26	-7.26	291.67
2000 12 03 12	30518.08	0.00	170.63	0.00	-8.91	-8.91	244.22
2000 12 04 12	30422.34	0.00	206.65	0.00	-6.60	-6.60	336.75
2000 12 05 12	30412.80	0.00	195.82	0.00	-5.50	-5.50	357.41
2000 12 06 12	30388.11	0.38	194.04	0.00	-5.96	-5.96	335.00
2000 12 07 12	30295.93	0.40	101.54	0.00	-12.06	-12.06	199.01
2000 12 08 12	30211.40	0.58	223.64	0.00	-16.91	-16.91	117.91
2000 12 09 12	30140.30	0.00	211.83	0.00	-19.44	-19.44	99.45
2000 12 10 12	30076.74	0.07	208.52	0.00	-17.58	-17.58	129.35
2000 12 11 12	30067.89	0.22	99.43	0.00	-8.06	-8.06	307.42
2000 12 12 12	30062.74	15.90	86.16	0.00	-3.51	-3.51	445.50
2000 12 13 12	30042.51	0.00	216.92	0.00	-17.74	-17.74	125.46
2000 12 14 12	29998.56	6.85	105.77	0.00	-14.48	-14.48	181.60
2000 12 15 12	29950.32	3.33	208.70	0.00	-10.98	-10.98	230.30
2000 12 16 12	29950.32	0.00	176.70	0.00	-10.35	-10.35	253.09
2000 12 17 12	29907.47	20.37	103.43	0.00	-2.55	-2.55	493.21
2000 12 18 12	29907.47	23.75	98.02	0.00	0.15	0.15	586.13
2000 12 19 12	29865.79	1.64	172.32	0.00	-9.48	-9.48	179.09
2000 12 20 12	29865.79	13.69	57.40	0.00	-7.07	-7.07	295.17
2000 12 21 12	29907.47	0.00	197.63	0.00	-9.07	-9.07	204.57
2000 12 22 12	29907.47	0.00	149.83	0.00	-8.15	-8.15	260.14
2000 12 23 12	29907.47	0.00	186.69	0.00	-11.27	-11.27	213.42
2000 12 24 12	29950.32	0.00	203.61	0.00	-18.31	-18.31	119.06
2000 12 25 12	29998.56	0.00	97.00	0.00	-16.88	-16.88	132.71
2000 12 26 12	30042.51	0.33	133.24	0.00	-17.63	-17.63	119.68
2000 12 27 12	30062.74	0.01	126.31	0.00	-13.71	-13.71	180.38
2000 12 28 12	30067.20	0.17	117.21	0.00	-8.30	-8.30	299.38
2000 12 29 12	30067.89	0.10	201.19	0.00	-6.17	-6.17	358.84
2000 12 30 12	30107.29	0.00	188.58	0.00	-8.93	-8.93	295.16
2000 12 31 12	30139.89	12.74	162.73	0.00	-4.74	-4.74	400.71
2001 01 01 12	30172.48	0.95	123.28	0.00	-3.62	-3.62	429.80
2001 01 02 12	30253.07	0.00	219.00	0.00	-11.19	-11.19	236.01
2001 01 03 12	30344.16	0.00	217.72	0.00	-13.92	-13.92	175.33
2001 01 04 12	30408.34	0.00	151.82	0.00	-10.20	-10.20	254.21
2001 01 05 12	30413.49	0.98	225.58	0.00	-11.12	-11.12	220.10
2001 01 06 12	30485.90	0.28	119.80	0.00	-9.61	-9.61	280.01
2001 01 07 12	30598.67	0.81	151.50	0.00	-6.76	-6.76	338.58
2001 01 08 12	30733.71	0.00	149.15	0.00	-9.09	-9.09	274.06
2001 01 09 12	30758.40	0.00	151.15	0.00	-10.41	-10.41	240.24
2001 01 10 12	30798.49	0.64	224.50	0.00	-12.56	-12.56	197.60
2001 01 11 12	30944.27	0.50	153.24	0.00	-15.39	-15.39	163.31
2001 01 12 12	31099.54	0.00	230.75	0.00	-15.23	-15.23	152.28
2001 01 13 12	31104.69	0.00	212.49	0.00	-16.44	-16.44	155.75
2001 01 14 12	31209.28	0.00	202.75	0.00	-7.99	-7.99	281.64
2001 01 15 12	31424.91	0.04	225.54	0.00	-16.61	-16.61	142.56
2001 01 16 12	31449.60	3.31	158.53	0.00	-8.91	-8.91	283.53
2001 01 17 12	31554.88	0.03	133.59	0.00	-9.38	-9.38	262.16
2001 01 18 12	31770.51	0.00	186.43	0.00	-17.71	-17.71	134.05
2001 01 19 12	31795.89	0.64	106.49	0.00	-9.03	-9.03	296.13
2001 01 20 12	31939.40	0.49	259.43	0.00	-14.01	-14.01	185.49
2001 01 21 12	32136.34	0.00	234.74	0.00	-17.96	-17.96	127.29
2001 01 22 12	32150.34	0.00	267.14	0.00	-18.94	-18.94	118.79
2001 01 23 12	32369.53	0.02	255.66	0.00	-13.79	-13.79	204.79
2001 01 24 12	32486.40	0.06	153.61	0.00	-6.65	-6.65	351.55
2001 01 25 12	32591.68	1.05	170.59	0.00	-7.93	-7.93	290.38
2001 01 26 12	32832.00	0.03	268.50	0.00	-12.40	-12.40	207.61
2001 01 27 12	32872.09	0.16	216.54	0.00	-11.02	-11.02	243.31
2001 01 28 12	33152.91	0.32	224.49	0.00	-8.98	-8.98	267.83
2001 01 29 12	33178.29	0.02	246.14	0.00	-16.97	-16.97	139.96
2001 01 30 12	33406.32	2.09	271.03	0.00	-7.76	-7.76	316.54
2001 01 31 12	33523.20	2.96	188.45	0.00	-9.07	-9.07	270.71
2001 02 01 12	33709.07	0.24	104.91	0.00	-11.58	-11.58	217.72
2001 02 02 12	33868.80	0.38	288.18	0.00	-9.08	-9.08	275.51
2001 02 03 12	34012.99	0.64	94.24	0.00	-8.04	-8.04	296.69
2001 02 04 12	34214.40	0.00	306.73	0.00	-12.04	-12.04	210.96
2001 02 05 12	34319.68	3.73	204.38	0.00	-8.75	-8.75	287.33
2001 02 06 12	34560.00	14.80	235.03	0.00	-5.15	-5.15	370.31
2001 02 07 12	34665.28	0.07	251.34	0.00	-5.15	-5.15	357.94
2001 02 08 12	34905.60	0.00	245.01	0.00	-7.49	-7.49	298.36
2001 02 09 12	35010.88	4.10	178.05	0.00	-11.42	-11.42	231.32
2001 02 10 12	35251.20	12.31	175.45	0.00	-3.45	-3.45	458.44
2001 02 11 12	35395.39	0.00	180.01	0.00	-20.48	-20.48	86.42
2001 02 12 12	35596.80	0.00	334.60	0.00	-20.04	-20.04	104.78
2001 02 13 12	35825.52	0.01	179.22	0.00	-13.36	-13.36	183.89
2001 02 14 12	35942.40	2.57	244.62	0.00	-11.55	-11.55	240.26
2001 02 15 12	36219.36	0.53	299.94	0.00	-5.39	-5.39	357.36
2001 02 16 12	36288.00	11.59	354.44	0.00	-13.20	-13.20	191.24
2001 02 17 12	36633.60	0.00	148.53	0.00	-10.03	-10.03	250.86
2001 02 18 12	36633.60	0.00	325.55	0.00	-19.55	-19.55	108.75
2001 02 19 12	36979.20	0.03	295.60	0.00	-10.96	-10.96	230.40
2001 02 20 12	37019.29	2.77	193.58	0.00	-3.29	-3.29	423.07
2001 02 21 12	37324.80	0.63	289.45	0.00	-5.01	-5.01	374.75
2001 02 22 12	37468.99	0.00	335.21	0.00	-23.31	-23.31	62.35
2001 02 23 12	37670.40	0.96	136.33	0.00	-19.67	-19.67	121.37
2001 02 24 12	38011.54	0.16	361.57	0.00	-13.16	-13.16	183.30
2001 02 25 12	38016.00	1.69	183.15	0.00	-16.28	-16.28	151.50
2001 02 26 12	38361.60	5.09	114.50	0.00	-4.10	-4.10	420.55
2001 02 27 12	38362.29	0.00	369.13	0.00	-9.36	-9.36	258.81
2001 02 28 12	38707.20	0.00	335.30	0.00	-17.90	-17.90	111.99
2001 03 01 12	38893.07	0.00	295.82	0.00	-18.81	-18.81	98.54
2001 03 02 12	39052.80	0.00	260.69	0.00	-19.80	-19.80	87.02
2001 03 03 12	39398.40	0.00	382.79	0.00	-17.81	-17.81	100.56
2001 03 04 12	39398.40	0.00	456.89	0.00	-14.48	-14.48	161.03
2001 03 05 12	39744.00	0.01	240.71	0.00	-7.32	-7.32	315.25
2001 03 06 12	39784.09	0.03	441.02	0.00	-4.90	-4.90	382.14
2001 03 07 12	40089.60	0.00	440.63	0.00	-7.61	-7.61	310.43
2001 03 08 12	40435.20	0.00	468.09	0.00	-8.36	-8.36	278.04
2001 03 09 12	40435.20	0.00	415.24	0.00	-7.67	-7.67	294.84
2001 03 10 12	40780.80	0.50	345.96	0.00	-4.41	-4.41	393.87
2001 03 11 12	40780.80	0.09	426.02	0.00	-4.92	-4.92	374.93
2001 03 12 12	41126.40	0.80	483.87	0.00	-7.02	-7.02	302.67
2001 03 13 12	41472.00	4.76	230.30	0.00	-8.52	-8.52	269.64
2001 03 14 12	41472.00	13.96	203.47	0.00	-3.48	-3.48	437.09
2001 03 15 12	41817.60	1.60	254.27	0.00	-2.64	-2.64	423.13
2001 03 16 12	41817.60	0.34	470.19	0.00	-4.71	-4.71	354.51
2001 03 17 12	42163.20	0.05	314.87	0.00	-5.13	-5.13	372.52
2001 03 18 12	42508.80	0.32	227.49	0.00	-1.93	-1.93	475.63
2001 03 19 12	42508.80	0.00	225.12	0.00	-0.65	-0.65	531.85
2001 03 20 12	42854.40	0.00	502.75	0.00	-3.16	-3.16	427.98
2001 03 21 12	42854.40	0.00	509.66	0.00	-2.18	-2.18	392.45
2001 03 22 12	43200.00	0.23	380.25	0.00	0.73	0.73	451.79
2001 03 23 12	43545.60	5.65	186.40	0.00	-1.13	-1.13	482.69
2001 03 24 12	43545.60	3.38	363.45	0.00	-2.02	-2.02	466.38
2001 03 25 12	43891.20	0.55	323.97	0.00	-4.71	-4.71	355.80
2001 03 26 12	43891.20	0.22	497.72	0.00	-7.48	-7.48	270.42
2001 03 27 12	44236.80	0.00	224.88	0.00	-7.75	-7.75	269.12
2001 03 28 12	44582.40	4.34	166.13	0.00	-3.30	-3.30	422.48
2001 03 29 12	44582.40	0.00	435.62	0.00	-2.79	-2.79	371.65
2001 03 30 12	44928.00	0.00	498.40	0.00	-1.31	-1.31	404.29
2001 03 31 12	44928.00	6.86	308.59	0.00	-2.38	-2.38	422.88
2001 04 01 12	45273.60	5.05	248.24	0.00	-3.66	-3.66	392.15
2001 04 02 12	45619.20	1.67	170.27	0.00	-3.86	-3.86	398.83
2001 04 03 12	45619.20	0.75	459.89	0.00	-1.85	-1.85	458.27
2001 04 04 12	45964.80	0.00	520.89	0.00	-0.90	-0.90	414.29
2001 04 05 12	45964.80	0.00	576.24	0.00	0.89	0.89	406.15
2001 04 06 12	46310.40	0.00	580.22	0.00	-3.51	-3.51	309.59
2001 04 07 12	46615.91	0.00	594.17	0.00	-4.52	-4.52	320.27
2001 04 08 12	46656.00	0.03	287.54	0.00	-2.27	-2.27	409.56
2001 04 09 12	47001.60	3.16	219.43	0.00	0.03	0.03	570.60
2001 04 10 12	47001.60	0.10	457.56	0.00	0.89	0.89	553.55
2001 04 11 12	47347.20	0.00	543.96	0.00	-0.61	-0.61	401.74
2001 04 12 12	47506.93	0.50	313.26	0.00	-1.32	-1.32	408.97
2001 04 13 12	47692.80	12.05	289.80	0.00	1.29	1.29	614.44
2001 04 14 12	48037.71	3.40	317.01	0.00	1.09	1.09	558.02
2001 04 15 12	48038.40	0.00	298.71	0.00	0.13	0.13	520.21
2001 04 16 12	48384.00	0.00	444.74	0.00	0.65	0.65	518.62
2001 04 17 12	48388.46	0.00	606.96	0.00	0.78	0.78	453.13
2001 04 18 12	48729.60	0.00	551.72	0.00	-0.91	-0.91	360.55
2001 04 19 12	48931.01	0.00	436.71	0.00	-0.43	-0.43	406.02
2001 04 20 12	49075.20	0.00	620.09	0.00	1.39	1.39	404.71
2001 04 21 12	49380.71	0.00	611.53	0.00	7.33	7.33	539.33
2001 04 22 12	49420.80	1.70	210.47	0.00	9.69	9.69	988.66
2001 04 23 12	49766.40	0.04	520.55	0.00	8.09	8.09	685.71
2001 04 24 12	49766.40	3.89	498.77	0.00	14.64	14.64	1036.92
2001 04 25 12	50112.00	0.14	629.48	0.00	6.41	6.41	559.76
2001 04 26 12	50180.64	0.00	623.63	0.00	6.07	6.07	405.64
2001 04 27 12	50457.60	0.00	397.82	0.00	7.02	7.02	536.51
2001 04 28 12	50574.48	0.00	528.87	0.00	3.96	3.96	492.82
2001 04 29 12	50803.20	0.00	605.60	0.00	2.31	2.31	349.64
2001 04 30 12	51004.61	0.00	269.24	0.00	6.10	6.10	577.11
2001 05 01 12	51148.80	0.00	362.59	0.00	12.36	12.36	944.42
2001 05 02 12	51350.21	0.00	491.12	0.00	19.06	19.06	1152.07
2001 05 03 12	51494.40	0.40	428.88	0.00	20.55	20.55	1264.88
2001 05 04 12	51734.72	0.59	387.49	0.00	15.22	15.22	1091.47
2001 05 05 12	51840.00	0.01	305.38	0.00	8.82	8.82	725.45
2001 05 06 12	52080.32	0.15	571.00	0.00	7.37	7.37	469.07
2001 05 07 12	52185.60	0.00	558.43	0.00	11.63	11.63	551.65
2001 05 08 12	52387.01	0.00	561.42	0.00	14.87	14.87	717.95
2001 05 09 12	52531.20	0.00	546.19	0.00	14.57	14.57	849.87
2001 05 10 12	52690.93	0.00	526.87	0.00	15.41	15.41	1003.02
2001 05 11 12	52876.80	0.00	552.91	0.00	17.34	17.34	1004.21
2001 05 12 12	52993.68	1.52	197.64	0.00	14.38	14.38	1220.72
2001 05 13 12	53221.71	4.44	300.12	0.00	10.85	10.85	1050.86
2001 05 14 12	53247.09	0.01	402.10	0.00	7.47	7.47	645.08
2001 05 15 12	53527.91	7.01	211.58	0.00	8.58	8.58	940.72
2001 05 16 12	53568.00	0.00	474.62	0.00	10.33	10.33	973.70
2001 05 17 12	53808.32	0.16	483.60	0.00	10.18	10.18	890.45
2001 05 18 12	53913.60	0.25	382.69	0.00	11.99	11.99	964.68
2001 05 19 12	54030.48	0.87	272.45	0.00	11.28	11.28	1068.65
2001 05 20 12	54249.66	0.24	428.33	0.00	13.30	13.30	991.50
2001 05 21 12	54263.66	0.42	303.67	0.00	15.47	15.47	1141.41
2001 05 22 12	54460.61	0.06	555.67	0.00	16.57	16.57	1100.47
2001 05 23 12	54604.11	0.00	556.67	0.00	15.11	15.11	1054.25
2001 05 24 12	54629.50	0.00	564.42	0.00	15.69	15.69	933.27
2001 05 25 12	54845.12	0.00	564.01	0.00	14.65	14.65	875.81
2001 05 26 12	54950.40	0.00	551.52	0.00	17.70	17.70	1030.61
2001 05 27 12	54975.09	0.35	317.54	0.00	14.47	14.47	1132.50
2001 05 28 12	55190.72	1.00	434.42	0.00	15.10	15.10	1331.79
2001 05 29 12	55295.31	11.53	390.04	0.00	14.51	14.51	1312.45
2001 05 30 12	55300.46	4.54	302.42	0.00	10.79	10.79	1025.03
2001 05 31 12	55455.73	4.62	157.63	0.00	7.62	7.62	924.09
2001 06 01 12	55601.51	0.00	514.97	0.00	11.50	11.50	947.77
2001 06 02 12	55641.60	9.65	178.06	0.00	9.69	9.69	1008.88
2001 06 03 12	55666.30	21.12	197.66	0.00	8.43	8.43	1038.41
2001 06 04 12	55801.33	9.59	309.42	0.00	11.90	11.90	1233.14
2001 06 05 12	55914.10	10.00	264.29	0.00	13.16	13.16	1277.54
2001 06 06 12	55986.51	1.43	245.08	0.00	12.45	12.45	1251.54
2001 06 07 12	55991.66	0.23	420.37	0.00	15.42	15.42	1229.34
2001 06 08 12	56055.84	0.00	388.94	0.00	13.32	13.32	1010.25
2001 06 09 12	56146.93	0.00	409.22	0.00	11.49	11.49	965.50
2001 06 10 12	56227.52	3.00	522.30	0.00	14.08	14.08	1037.46
2001 06 11 12	56292.71	4.43	451.82	0.00	15.82	15.82	1170.89
2001 06 12 12	56332.11	0.18	312.08	0.00	16.57	16.57	1511.34
2001 06 13 12	56332.80	0.05	427.43	0.00	17.33	17.33	1563.18
2001 06 14 12	56337.26	0.00	450.92	0.00	19.87	19.87	1440.32
2001 06 15 12	56357.50	0.45	507.53	0.00	23.44	23.44	2040.25
2001 06 16 12	56401.44	1.06	453.67	0.00	24.04	24.04	2309.87
2001 06 17 12	56449.68	22.91	319.64	0.00	22.33	22.33	2283.27
2001 06 18 12	56492.53	0.73	463.31	0.00	19.45	19.45	1662.44
2001 06 19 12	56492.53	1.04	250.08	0.00	15.56	15.56	1304.42
2001 06 20 12	56492.53	0.00	414.37	0.00	19.05	19.05	1531.29
2001 06 21 12	56534.21	0.00	520.12	0.00	14.27	14.27	1055.43
2001 06 22 12	56534.21	0.62	210.74	0.00	14.38	14.38	1130.25
2001 06 23 12	56492.53	0.04	223.81	0.00	16.54	16.54	1718.60
2001 06 24 12	56492.53	15.10	245.91	0.00	19.49	19.49	1979.33
2001 06 25 12	56449.68	0.03	505.51	0.00	20.64	20.64	1827.23
2001 06 26 12	56449.68	0.00	447.19	0.00	22.18	22.18	1818.16
2001 06 27 12	56401.44	0.03	493.59	0.00	23.22	23.22	2080.97
2001 06 28 12	56357.50	0.14	428.33	0.00	15.07	15.07	1189.48
2001 06 29 12	56337.26	0.00	360.41	0.00	12.75	12.75	1040.52
2001 06 30 12	56332.11	5.87	356.49	0.00	18.08	18.08	1725.04
2001 07 01 12	56323.26	8.25	325.59	0.00	19.99	19.99	1860.14
2001 07 02 12	56259.70	3.01	395.00	0.00	14.16	14.16	1211.05
2001 07 03 12	56188.61	0.02	422.85	0.00	13.07	13.07	1018.56
2001 07 04 12	56104.07	0.04	331.07	0.00	15.43	15.43	1317.42
2001 07 05 12	56011.89	8.49	343.07	0.00	18.02	18.02	1709.26
2001 07 06 12	55987.20	0.10	375.90	0.00	16.72	16.72	1401.85
2001 07 07 12	55977.66	1.78	377.54	0.00	13.93	13.93	1196.52
2001 07 08 12	55881.92	3.19	195.24	0.00	15.65	15.65	1524.92
2001 07 09 12	55758.48	3.78	398.99	0.00	17.88	17.88	1731.62
2001 07 10 12	55646.06	7.00	374.14	0.00	18.68	18.68	1739.79
2001 07 11 12	55632.06	9.37	370.37	0.00	18.67	18.67	1689.82
2001 07 12 12	55536.32	4.99	271.34	0.00	15.47	15.47	1450.25
2001 07 13 12	55364.64	1.20	283.11	0.00	14.40	14.40	1361.63
2001 07 14 12	55296.00	1.23	323.82	0.00	16.05	16.05	1423.53
2001 07 15 12	55255.91	5.77	313.97	0.00	17.40	17.40	1508.05
2001 07 16 12	55110.13	7.68	320.04	0.00	17.85	17.85	1568.42
2001 07 17 12	54950.40	12.45	321.64	0.00	17.14	17.14	1527.47
2001 07 18 12	54910.31	3.74	460.53	0.00	17.40	17.40	1500.69
2001 07 19 12	54764.53	0.16	493.10	0.00	19.52	19.52	1385.74
2001 07 20 12	54604.80	0.61	482.81	0.00	20.95	20.95	1485.87
2001 07 21 12	54564.71	0.00	481.72	0.00	22.18	22.18	1669.83
2001 07 22 12	54327.84	12.60	267.05	0.00	21.86	21.86	1999.88
2001 07 23 12	54259.20	1.42	422.23	0.00	22.82	22.82	2146.03
2001 07 24 12	54153.92	3.19	375.96	0.00	24.23	24.23	2364.41
2001 07 25 12	53918.06	0.70	394.37	0.00	21.08	21.08	1802.66
2001 07 26 12	53904.06	1.60	416.14	0.00	13.48	13.48	1042.30
2001 07 27 12	53636.64	0.00	414.33	0.00	11.97	11.97	929.58
2001 07 28 12	53568.00	0.93	306.72	0.00	13.06	13.06	1078.94
2001 07 29 12	53423.81	0.00	457.20	0.00	17.06	17.06	1334.84
2001 07 30 12	53222.40	0.51	396.96	0.00	20.64	20.64	1511.09
2001 07 31 12	53149.30	0.93	448.28	0.00	22.13	22.13	1568.43
2001 08 01 12	52876.80	0.00	495.19	0.00	21.38	21.38	1558.02
2001 08 02 12	52836.71	0.00	415.29	0.00	22.02	22.02	1759.48
2001 08 03 12	52535.66	1.41	465.92	0.00	22.71	22.71	1975.28
